voyage_name,voyage_start_date,voyage_end_date,ship_name,operator_name,name,price,single_supplement,description,square_meter,overview
Quest for the Antarctic Circle,20-Jan-18,30-Jan-18,Akademic Vavilov,One Ocean Expeditions,Superior Twin,14395,1.5,"There are three Superior cabins, all located on Deck 3. These cabins feature two lower berths, a comfortable sofa, a writing desk and chair and plenty of storage space. Washroom facilities are private and all cabins have a several portholes, which open. Additional features and amenities include: toiletry kit; hairdryer; coffee/tea maker; vanity kit; upgraded bed linens and duvets, luxury cotton bathrobes. These cabins provide great access to the outer decks, ship reception and dining room and the expedition mudroom where you prepare for your off-ship excursions",,Twin cabin with private facilities
Quest for the Antarctic Circle,20-Jan-18,30-Jan-18,Akademic Vavilov,One Ocean Expeditions,Shackleton Suite,15795,2,"Located on decks 4 and 5 these cabins are separated into two spacious rooms, one that is ideal for relaxation with a sofa (convertible to bed), large table, writing desk, chair, ample storage and a large window that can be opened. A separate private bedroom has a double berth with upgraded linen/pillows, night light, private facilities, iPad loaded with region specific material, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line.",,Double cabin with private facilities
Quest for the Antarctic Circle,20-Jan-18,30-Jan-18,Akademic Vavilov,One Ocean Expeditions,One Ocean Suite,17395,2,"Located on deck 5 this cabin is separated into two very spacious rooms. A spacious lounge areas is perfect for relaxation and features a sofa (convertible to bed), large table, writing desk, ample storage, plus large pictures windows overlooking the bow (forward facing) that can be opened. The separate bedroom features a double bed with upgraded linen/ pillows, night light, and windows over the port side of the ship. The bathroom has a bathtub and shower. There is also a region specific iPad, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line and several arms chairs.",,"Suite with double bed, private facilities and a host of luxuries"
Epic Antarctica #1,30-Dec-17,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,Triple,15295,,"Located on deck 3 these cabins feature two lower berths and one upper berth. One lower berth can be converted to a comfortable sofa during the day. Washroom facilities are shared. There is a washbasin in the cabin, a writing desk and chair and ample storage for all cabin occupants. These cabins are efficient and well-appointed with two portholes with the option to open one. One triple cabin is reserved for female guests, the other is for male guests. Triple cabins can also be booked by groups of three travelling together.",,Triple berth cabin with shared facilities
Epic Antarctica #1,30-Dec-17,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,Twin Semi-Private,18195,1.5,"Located on deck 4 these cabins have two lower berths, one of which can be converted to a sofa during the day. These cabins have tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened. Facilities are semi-private â meaning you share the washroom with the adjacent cabin.",,Twin cabin with semi-private facilities
Epic Antarctica #1,30-Dec-17,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,Twin Private,19895,1.5,"Located on decks 3, 4 and 5 these spacious. Well-appointed cabins feature two lower berths (one which can be converted to a sofa during the day), with private washroom facilities (sink, shower, toilet and bathroom cabinet). There are tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened.",,Twin cabin with private facilities
Epic Antarctica #1,30-Dec-17,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,Superior Twin,20895,1.5,"There are three Superior cabins, all located on Deck 3. These cabins feature two lower berths, a comfortable sofa, a writing desk and chair and plenty of storage space. Washroom facilities are private and all cabins have a several portholes, which open. Additional features and amenities include: toiletry kit; hairdryer; coffee/tea maker; vanity kit; upgraded bed linens and duvets, luxury cotton bathrobes. These cabins provide great access to the outer decks, ship reception and dining room and the expedition mudroom where you prepare for your off-ship excursions",,Twin cabin with private facilities
Epic Antarctica #1,30-Dec-17,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,Shackleton Suite,22995,2,"Located on decks 4 and 5 these cabins are separated into two spacious rooms, one that is ideal for relaxation with a sofa (convertible to bed), large table, writing desk, chair, ample storage and a large window that can be opened. A separate private bedroom has a double berth with upgraded linen/pillows, night light, private facilities, iPad loaded with region specific material, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line.",,Double cabin with private facilities
Epic Antarctica #1,30-Dec-17,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,One Ocean Suite,25195,2,"Located on deck 5 this cabin is separated into two very spacious rooms. A spacious lounge areas is perfect for relaxation and features a sofa (convertible to bed), large table, writing desk, ample storage, plus large pictures windows overlooking the bow (forward facing) that can be opened. The separate bedroom features a double bed with upgraded linen/ pillows, night light, and windows over the port side of the ship. The bathroom has a bathtub and shower. There is also a region specific iPad, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line and several arms chairs.",,"Suite with double bed, private facilities and a host of luxuries"
Epic Antarctica #2,20-Jan-17,10-Feb-17,Akademic Vavilov,One Ocean Expeditions,Triple,15295,,"Located on deck 3 these cabins feature two lower berths and one upper berth. One lower berth can be converted to a comfortable sofa during the day. Washroom facilities are shared. There is a washbasin in the cabin, a writing desk and chair and ample storage for all cabin occupants. These cabins are efficient and well-appointed with two portholes with the option to open one. One triple cabin is reserved for female guests, the other is for male guests. Triple cabins can also be booked by groups of three travelling together.",,Triple berth cabin with shared facilities
Epic Antarctica #2,20-Jan-17,10-Feb-17,Akademic Vavilov,One Ocean Expeditions,Twin Semi-Private,18195,1.5,"Located on deck 4 these cabins have two lower berths, one of which can be converted to a sofa during the day. These cabins have tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened. Facilities are semi-private â meaning you share the washroom with the adjacent cabin.",,Twin cabin with semi-private facilities
Epic Antarctica #2,20-Jan-17,10-Feb-17,Akademic Vavilov,One Ocean Expeditions,Twin Private,19895,1.5,"Located on decks 3, 4 and 5 these spacious. Well-appointed cabins feature two lower berths (one which can be converted to a sofa during the day), with private washroom facilities (sink, shower, toilet and bathroom cabinet). There are tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened.",,Twin cabin with private facilities
Epic Antarctica #2,20-Jan-17,10-Feb-17,Akademic Vavilov,One Ocean Expeditions,Superior Twin,20895,1.5,"There are three Superior cabins, all located on Deck 3. These cabins feature two lower berths, a comfortable sofa, a writing desk and chair and plenty of storage space. Washroom facilities are private and all cabins have a several portholes, which open. Additional features and amenities include: toiletry kit; hairdryer; coffee/tea maker; vanity kit; upgraded bed linens and duvets, luxury cotton bathrobes. These cabins provide great access to the outer decks, ship reception and dining room and the expedition mudroom where you prepare for your off-ship excursions",,Twin cabin with private facilities
Epic Antarctica #2,20-Jan-17,10-Feb-17,Akademic Vavilov,One Ocean Expeditions,Shackleton Suite,22995,2,"Located on decks 4 and 5 these cabins are separated into two spacious rooms, one that is ideal for relaxation with a sofa (convertible to bed), large table, writing desk, chair, ample storage and a large window that can be opened. A separate private bedroom has a double berth with upgraded linen/pillows, night light, private facilities, iPad loaded with region specific material, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line.",,Double cabin with private facilities
Epic Antarctica #2,20-Jan-17,10-Feb-17,Akademic Vavilov,One Ocean Expeditions,One Ocean Suite,25195,2,"Located on deck 5 this cabin is separated into two very spacious rooms. A spacious lounge areas is perfect for relaxation and features a sofa (convertible to bed), large table, writing desk, ample storage, plus large pictures windows overlooking the bow (forward facing) that can be opened. The separate bedroom features a double bed with upgraded linen/ pillows, night light, and windows over the port side of the ship. The bathroom has a bathtub and shower. There is also a region specific iPad, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line and several arms chairs.",,"Suite with double bed, private facilities and a host of luxuries"
Ultimate Antarctica; Peninsula & Weddell Sea,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,Triple,11495,,"Located on deck 3 these cabins feature two lower berths and one upper berth. One lower berth can be converted to a comfortable sofa during the day. Washroom facilities are shared. There is a washbasin in the cabin, a writing desk and chair and ample storage for all cabin occupants. These cabins are efficient and well-appointed with two portholes with the option to open one. One triple cabin is reserved for female guests, the other is for male guests. Triple cabins can also be booked by groups of three travelling together.",,Triple berth cabin with shared facilities
Ultimate Antarctica; Peninsula & Weddell Sea,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,Twin Semi-Private,13695,1.5,"Located on deck 4 these cabins have two lower berths, one of which can be converted to a sofa during the day. These cabins have tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened. Facilities are semi-private â meaning you share the washroom with the adjacent cabin.",,Twin cabin with semi-private facilities
Ultimate Antarctica; Peninsula & Weddell Sea,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,Twin Private,15295,1.5,"Located on decks 3, 4 and 5 these spacious. Well-appointed cabins feature two lower berths (one which can be converted to a sofa during the day), with private washroom facilities (sink, shower, toilet and bathroom cabinet). There are tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened.",,Twin cabin with private facilities
Ultimate Antarctica; Peninsula & Weddell Sea,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,Superior Twin,16195,1.5,"There are three Superior cabins, all located on Deck 3. These cabins feature two lower berths, a comfortable sofa, a writing desk and chair and plenty of storage space. Washroom facilities are private and all cabins have a several portholes, which open. Additional features and amenities include: toiletry kit; hairdryer; coffee/tea maker; vanity kit; upgraded bed linens and duvets, luxury cotton bathrobes. These cabins provide great access to the outer decks, ship reception and dining room and the expedition mudroom where you prepare for your off-ship excursions",,Twin cabin with private facilities
Ultimate Antarctica; Peninsula & Weddell Sea,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,Shackleton Suite,17895,2,"Located on decks 4 and 5 these cabins are separated into two spacious rooms, one that is ideal for relaxation with a sofa (convertible to bed), large table, writing desk, chair, ample storage and a large window that can be opened. A separate private bedroom has a double berth with upgraded linen/pillows, night light, private facilities, iPad loaded with region specific material, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line.",,Double cabin with private facilities
Ultimate Antarctica; Peninsula & Weddell Sea,9-Jan-18,20-Jan-18,Akademic Vavilov,One Ocean Expeditions,One Ocean Suite,19495,2,"Located on deck 5 this cabin is separated into two very spacious rooms. A spacious lounge areas is perfect for relaxation and features a sofa (convertible to bed), large table, writing desk, ample storage, plus large pictures windows overlooking the bow (forward facing) that can be opened. The separate bedroom features a double bed with upgraded linen/ pillows, night light, and windows over the port side of the ship. The bathroom has a bathtub and shower. There is also a region specific iPad, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line and several arms chairs.",,"Suite with double bed, private facilities and a host of luxuries"
Ultimate Antarctica; Peninsula & Weddell Sea (reverse),30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions,Triple,11495,,"Located on deck 3 these cabins feature two lower berths and one upper berth. One lower berth can be converted to a comfortable sofa during the day. Washroom facilities are shared. There is a washbasin in the cabin, a writing desk and chair and ample storage for all cabin occupants. These cabins are efficient and well-appointed with two portholes with the option to open one. One triple cabin is reserved for female guests, the other is for male guests. Triple cabins can also be booked by groups of three travelling together.",,Triple berth cabin with shared facilities
Ultimate Antarctica; Peninsula & Weddell Sea (reverse),30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions,Twin Semi-Private,13695,1.5,"Located on deck 4 these cabins have two lower berths, one of which can be converted to a sofa during the day. These cabins have tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened. Facilities are semi-private â meaning you share the washroom with the adjacent cabin.",,Twin cabin with semi-private facilities
Ultimate Antarctica; Peninsula & Weddell Sea (reverse),30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions,Twin Private,15295,1.5,"Located on decks 3, 4 and 5 these spacious. Well-appointed cabins feature two lower berths (one which can be converted to a sofa during the day), with private washroom facilities (sink, shower, toilet and bathroom cabinet). There are tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened.",,Twin cabin with private facilities
Ultimate Antarctica; Peninsula & Weddell Sea (reverse),30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions,Superior Twin,16195,1.5,"There are three Superior cabins, all located on Deck 3. These cabins feature two lower berths, a comfortable sofa, a writing desk and chair and plenty of storage space. Washroom facilities are private and all cabins have a several portholes, which open. Additional features and amenities include: toiletry kit; hairdryer; coffee/tea maker; vanity kit; upgraded bed linens and duvets, luxury cotton bathrobes. These cabins provide great access to the outer decks, ship reception and dining room and the expedition mudroom where you prepare for your off-ship excursions",,Twin cabin with private facilities
Ultimate Antarctica; Peninsula & Weddell Sea (reverse),30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions,Shackleton Suite,17895,2,"Located on decks 4 and 5 these cabins are separated into two spacious rooms, one that is ideal for relaxation with a sofa (convertible to bed), large table, writing desk, chair, ample storage and a large window that can be opened. A separate private bedroom has a double berth with upgraded linen/pillows, night light, private facilities, iPad loaded with region specific material, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line.",,Double cabin with private facilities
Ultimate Antarctica; Peninsula & Weddell Sea (reverse),30-Jan-18,10-Feb-18,Akademic Vavilov,One Ocean Expeditions,One Ocean Suite,19495,2,"Located on deck 5 this cabin is separated into two very spacious rooms. A spacious lounge areas is perfect for relaxation and features a sofa (convertible to bed), large table, writing desk, ample storage, plus large pictures windows overlooking the bow (forward facing) that can be opened. The separate bedroom features a double bed with upgraded linen/ pillows, night light, and windows over the port side of the ship. The bathroom has a bathtub and shower. There is also a region specific iPad, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line and several arms chairs.",,"Suite with double bed, private facilities and a host of luxuries"
Antarctica - Deep South (extended Antarctic Circle),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions,Triple,11495,,"Located on deck 3 these cabins feature two lower berths and one upper berth. One lower berth can be converted to a comfortable sofa during the day. Washroom facilities are shared. There is a washbasin in the cabin, a writing desk and chair and ample storage for all cabin occupants. These cabins are efficient and well-appointed with two portholes with the option to open one. One triple cabin is reserved for female guests, the other is for male guests. Triple cabins can also be booked by groups of three travelling together.",,Triple berth cabin with shared facilities
Antarctica - Deep South (extended Antarctic Circle),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions,Twin Semi-Private,13695,1.5,"Located on deck 4 these cabins have two lower berths, one of which can be converted to a sofa during the day. These cabins have tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened. Facilities are semi-private â meaning you share the washroom with the adjacent cabin.",,Twin cabin with semi-private facilities
Antarctica - Deep South (extended Antarctic Circle),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions,Twin Private,15295,1.5,"Located on decks 3, 4 and 5 these spacious. Well-appointed cabins feature two lower berths (one which can be converted to a sofa during the day), with private washroom facilities (sink, shower, toilet and bathroom cabinet). There are tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened.",,Twin cabin with private facilities
Antarctica - Deep South (extended Antarctic Circle),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions,Superior Twin,16195,1.5,"There are three Superior cabins, all located on Deck 3. These cabins feature two lower berths, a comfortable sofa, a writing desk and chair and plenty of storage space. Washroom facilities are private and all cabins have a several portholes, which open. Additional features and amenities include: toiletry kit; hairdryer; coffee/tea maker; vanity kit; upgraded bed linens and duvets, luxury cotton bathrobes. These cabins provide great access to the outer decks, ship reception and dining room and the expedition mudroom where you prepare for your off-ship excursions",,Twin cabin with private facilities
Antarctica - Deep South (extended Antarctic Circle),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions,Shackleton Suite,17895,2,"Located on decks 4 and 5 these cabins are separated into two spacious rooms, one that is ideal for relaxation with a sofa (convertible to bed), large table, writing desk, chair, ample storage and a large window that can be opened. A separate private bedroom has a double berth with upgraded linen/pillows, night light, private facilities, iPad loaded with region specific material, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line.",,Double cabin with private facilities
Antarctica - Deep South (extended Antarctic Circle),20-Feb-18,3-Mar-18,Akademic Vavilov,One Ocean Expeditions,One Ocean Suite,19495,2,"Located on deck 5 this cabin is separated into two very spacious rooms. A spacious lounge areas is perfect for relaxation and features a sofa (convertible to bed), large table, writing desk, ample storage, plus large pictures windows overlooking the bow (forward facing) that can be opened. The separate bedroom features a double bed with upgraded linen/ pillows, night light, and windows over the port side of the ship. The bathroom has a bathtub and shower. There is also a region specific iPad, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line and several arms chairs.",,"Suite with double bed, private facilities and a host of luxuries"
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions,Triple,8295,,"Located on deck 3 these cabins feature two lower berths and one upper berth. One lower berth can be converted to a comfortable sofa during the day. Washroom facilities are shared. There is a washbasin in the cabin, a writing desk and chair and ample storage for all cabin occupants. These cabins are efficient and well-appointed with two portholes with the option to open one. One triple cabin is reserved for female guests, the other is for male guests. Triple cabins can also be booked by groups of three travelling together.",,Triple berth cabin with shared facilities
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions,Twin Semi-Private,10295,1.5,"Located on deck 4 these cabins have two lower berths, one of which can be converted to a sofa during the day. These cabins have tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened. Facilities are semi-private â meaning you share the washroom with the adjacent cabin.",,Twin cabin with semi-private facilities
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions,Twin Private,11295,1.5,"Located on decks 3, 4 and 5 these spacious. Well-appointed cabins feature two lower berths (one which can be converted to a sofa during the day), with private washroom facilities (sink, shower, toilet and bathroom cabinet). There are tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened.",,Twin cabin with private facilities
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions,Superior Twin,12295,1.5,"There are three Superior cabins, all located on Deck 3. These cabins feature two lower berths, a comfortable sofa, a writing desk and chair and plenty of storage space. Washroom facilities are private and all cabins have a several portholes, which open. Additional features and amenities include: toiletry kit; hairdryer; coffee/tea maker; vanity kit; upgraded bed linens and duvets, luxury cotton bathrobes. These cabins provide great access to the outer decks, ship reception and dining room and the expedition mudroom where you prepare for your off-ship excursions",,Twin cabin with private facilities
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions,Shackleton Suite,13395,2,"Located on decks 4 and 5 these cabins are separated into two spacious rooms, one that is ideal for relaxation with a sofa (convertible to bed), large table, writing desk, chair, ample storage and a large window that can be opened. A separate private bedroom has a double berth with upgraded linen/pillows, night light, private facilities, iPad loaded with region specific material, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line.",,Double cabin with private facilities
Antarctic Peninsula Adventure,3-Mar-18,13-Mar-18,Akademic Vavilov,One Ocean Expeditions,One Ocean Suite,15295,2,"Located on deck 5 this cabin is separated into two very spacious rooms. A spacious lounge areas is perfect for relaxation and features a sofa (convertible to bed), large table, writing desk, ample storage, plus large pictures windows overlooking the bow (forward facing) that can be opened. The separate bedroom features a double bed with upgraded linen/ pillows, night light, and windows over the port side of the ship. The bathroom has a bathtub and shower. There is also a region specific iPad, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line and several arms chairs.",,"Suite with double bed, private facilities and a host of luxuries"
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions,Triple,8295,,"Located on deck 3 these cabins feature two lower berths and one upper berth. One lower berth can be converted to a comfortable sofa during the day. Washroom facilities are shared. There is a washbasin in the cabin, a writing desk and chair and ample storage for all cabin occupants. These cabins are efficient and well-appointed with two portholes with the option to open one. One triple cabin is reserved for female guests, the other is for male guests. Triple cabins can also be booked by groups of three travelling together.",,Triple berth cabin with shared facilities
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions,Twin Semi-Private,10295,1.5,"Located on deck 4 these cabins have two lower berths, one of which can be converted to a sofa during the day. These cabins have tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened. Facilities are semi-private â meaning you share the washroom with the adjacent cabin.",,Twin cabin with semi-private facilities
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions,Twin Private,11295,1.5,"Located on decks 3, 4 and 5 these spacious. Well-appointed cabins feature two lower berths (one which can be converted to a sofa during the day), with private washroom facilities (sink, shower, toilet and bathroom cabinet). There are tall wardrobes with internal shelving for storage, a writing desk, chair, bookshelf, and a window that can be opened.",,Twin cabin with private facilities
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions,Superior Twin,12295,1.5,"There are three Superior cabins, all located on Deck 3. These cabins feature two lower berths, a comfortable sofa, a writing desk and chair and plenty of storage space. Washroom facilities are private and all cabins have a several portholes, which open. Additional features and amenities include: toiletry kit; hairdryer; coffee/tea maker; vanity kit; upgraded bed linens and duvets, luxury cotton bathrobes. These cabins provide great access to the outer decks, ship reception and dining room and the expedition mudroom where you prepare for your off-ship excursions",,Twin cabin with private facilities
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions,Shackleton Suite,13395,2,"Located on decks 4 and 5 these cabins are separated into two spacious rooms, one that is ideal for relaxation with a sofa (convertible to bed), large table, writing desk, chair, ample storage and a large window that can be opened. A separate private bedroom has a double berth with upgraded linen/pillows, night light, private facilities, iPad loaded with region specific material, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line.",,Double cabin with private facilities
Antarctic Peninsula - Marine Mammals,23-Mar-18,2-Apr-18,Akademic Vavilov,One Ocean Expeditions,One Ocean Suite,15295,2,"Located on deck 5 this cabin is separated into two very spacious rooms. A spacious lounge areas is perfect for relaxation and features a sofa (convertible to bed), large table, writing desk, ample storage, plus large pictures windows overlooking the bow (forward facing) that can be opened. The separate bedroom features a double bed with upgraded linen/ pillows, night light, and windows over the port side of the ship. The bathroom has a bathtub and shower. There is also a region specific iPad, mini stereo, capsule coffee maker, fully stocked mini bar, iPod alarm clock with audio line and several arms chairs.",,"Suite with double bed, private facilities and a host of luxuries"
"Submersible Pilot Programme-
Introduction Pilot Course",,,Alk,Waterproof Expeditions,Twin,4650,,,,
Ocean Sailing,01-Nov-17,15-Nov-17,Bark Europa,Bark Europa,4/6 Person Cabin,1780,,All cabins are comfortable and with private facilties. 6 person cabins are kept to a maximum of 5 passengers for the Antarctic sailings,,Comfortable bunk cabins with private facilties
Ocean Sailing,01-Nov-17,15-Nov-17,Bark Europa,Bark Europa,2 Person Cabin,1325,,"Twin cabins are comfortable and with private facilities. They are reserved for couples or passengers travelling in a party of 2. If you are a single traveller you will need to consider the 4/6 person cabins.

Alternatively, if you would prefer a private cabin, please let us know and we can check on availability for you.",,Comfortable twin cabin with private facilities
True Southern Ocean Sailing,18-Nov-17,21-Dec-17,Bark Europa,Bark Europa,4/6 Person Cabin,8990,,"Twin cabins are comfortable and with private facilities. They are reserved for couples or passengers travelling in a party of 2. If you are a single traveller you will need to consider the 4/6 person cabins.

Alternatively, if you would prefer a private cabin, please let us know and we can check on availability for you.",,Comfortable twin cabin with private facilities
True Southern Ocean Sailing,18-Nov-17,21-Dec-17,Bark Europa,Bark Europa,2 Person Cabin,10390,,"Twin cabins are comfortable and with private facilities. They are reserved for couples or passengers travelling in a party of 2. If you are a single traveller you will need to consider the 4/6 person cabins.

Alternatively, if you would prefer a private cabin, please let us know and we can check on availability for you.",,Comfortable twin cabin with private facilities
Antarctic Peninsula,23-Dec-17,13-Jan-18,Bark Europa,Bark Europa,4/6 Person Cabin,7870,,"Twin cabins are comfortable and with private facilities. They are reserved for couples or passengers travelling in a party of 2. If you are a single traveller you will need to consider the 4/6 person cabins.

Alternatively, if you would prefer a private cabin, please let us know and we can check on availability for you.",,Comfortable twin cabin with private facilities
Antarctic Peninsula,23-Dec-17,13-Jan-18,Bark Europa,Bark Europa,2 Person Cabin,9290,,"Twin cabins are comfortable and with private facilities. They are reserved for couples or passengers travelling in a party of 2. If you are a single traveller you will need to consider the 4/6 person cabins.

Alternatively, if you would prefer a private cabin, please let us know and we can check on availability for you.",,Comfortable twin cabin with private facilities
Antarctic Peninsula,15-Jan-18,05-Feb-18,Bark Europa,Bark Europa,4/6 Person Cabin,7870,,"Twin cabins are comfortable and with private facilities. They are reserved for couples or passengers travelling in a party of 2. If you are a single traveller you will need to consider the 4/6 person cabins.

Alternatively, if you would prefer a private cabin, please let us know and we can check on availability for you.",,Comfortable twin cabin with private facilities
Antarctic Peninsula,15-Jan-18,05-Feb-18,Bark Europa,Bark Europa,2 Person Cabin,9290,,"Twin cabins are comfortable and with private facilities. They are reserved for couples or passengers travelling in a party of 2. If you are a single traveller you will need to consider the 4/6 person cabins.

Alternatively, if you would prefer a private cabin, please let us know and we can check on availability for you.",,Comfortable twin cabin with private facilities
Antarctica Photography Expedition,07-Feb-18,28-Feb-18,Bark Europa,Bark Europa,4/6 Person Cabin,9690,,"Twin cabins are comfortable and with private facilities. They are reserved for couples or passengers travelling in a party of 2. If you are a single traveller you will need to consider the 4/6 person cabins.

Alternatively, if you would prefer a private cabin, please let us know and we can check on availability for you.",,
Antarctica Photography Expedition,07-Feb-18,28-Feb-18,Bark Europa,Bark Europa,2 Person Cabin,10990,,"Twin cabins are comfortable and with private facilities. They are reserved for couples or passengers travelling in a party of 2. If you are a single traveller you will need to consider the 4/6 person cabins.

Alternatively, if you would prefer a private cabin, please let us know and we can check on availability for you.",,
Ushuaia to Cape Town via South Georgia,03 Mar 18,23 Apr 18,Bark Europa,Bark Europa,4/6 Person Cabin,9490,,"Twin cabins are comfortable and with private facilities. They are reserved for couples or passengers travelling in a party of 2. If you are a single traveller you will need to consider the 4/6 person cabins.

Alternatively, if you would prefer a private cabin, please let us know and we can check on availability for you.",,Comfortable twin cabin with private facilities
Ushuaia to Cape Town via South Georgia,04 Mar 18,24 Apr 18,Bark Europa,Bark Europa,2 Person Cabin,10790,,"Twin cabins are comfortable and with private facilities. They are reserved for couples or passengers travelling in a party of 2. If you are a single traveller you will need to consider the 4/6 person cabins.

Alternatively, if you would prefer a private cabin, please let us know and we can check on availability for you.",,Comfortable twin cabin with private facilities
