voyage_name,voyage_start_date,voyage_end_date,ship_name,operator_name,name,overview,day_number
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Macquarie Island,"This remote, rocky outpost which endures roaring westerly winds, supports one of the highest concentrations of wildlife in the Southern Hemisphere. Four species of penguin, King, Royal, Rockhopper and Gentoo breed here. You will never forget your first experience in a ceaselessly active ‘penguin city’, where the dapper inhabitants show no fear of their strange visitors. We will also meet with the Park Rangers, visit the Australian Antarctic Base and observe the hundreds of Southern Elephant Seals along the beaches.",8
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,At Sea,Soaring albatross and petrels circle the vessel as we steam south through the Southern Ocean. Lectures now concentrate on the Ross Sea region and beyond the bow of the ship; drifting icebergs of extraordinary shapes begin to appear. Manoeuvring in close for your first ice photographs we pass the Antarctic Circle and into the continent’s realm of 24-hour daylight.,9
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,At Sea,Soaring albatross and petrels circle the vessel as we steam south through the Southern Ocean. Lectures now concentrate on the Ross Sea region and beyond the bow of the ship; drifting icebergs of extraordinary shapes begin to appear. Manoeuvring in close for your first ice photographs we pass the Antarctic Circle and into the continent’s realm of 24-hour daylight.,10
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,At Sea,Soaring albatross and petrels circle the vessel as we steam south through the Southern Ocean. Lectures now concentrate on the Ross Sea region and beyond the bow of the ship; drifting icebergs of extraordinary shapes begin to appear. Manoeuvring in close for your first ice photographs we pass the Antarctic Circle and into the continent’s realm of 24-hour daylight.,11
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,At Sea,Soaring albatross and petrels circle the vessel as we steam south through the Southern Ocean. Lectures now concentrate on the Ross Sea region and beyond the bow of the ship; drifting icebergs of extraordinary shapes begin to appear. Manoeuvring in close for your first ice photographs we pass the Antarctic Circle and into the continent’s realm of 24-hour daylight.,12
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Antarctica’s Ross Sea Region,"With unpredictable ice and weather conditions, a day-by-day itinerary is not possible but we assess the conditions daily and take every opportunity to make landings and launch the Zodiacs. You can anticipate wildlife viewing, visits to scientific bases and historic sites, as well as the spectacular white and blue scenery.

We hope to visit the following areas:
Cape Adare: A large flat spit of land, teeming with the staggering sight of Antarctica’s largest Adelie Penguin rookery: a tumult of chattering, feeding chicks; territorial disputes; petty pilfering and courtship displays. Curious penguins often come very close, offering superb photographic opportunities. Among the shifting mass of penguins we will find 

Carsten Borchgrevink’s Hut, the oldest in Antarctica, an overwintering shelter for the first expedition to the Antarctic continent in 1899.

Cape Hallett: The enormous Admiralty Range heralds our arrival; wild and extraordinary, the mountains rear up from the sea to over 4,000m, bounded by colossal glaciers. We land at an abandoned base site, now home to large numbers of Adelie Penguins and Weddell Seals.

Franklin Island: Desolately beautiful and rugged, this is home to a large Adelie Penguin population and other nesting seabirds. We attempt a landing and explore the coastline.

Possession Islands: Rarely-visited, small and rugged, these rocks support tens of thousands of penguins. Observe the birds’ busy and humorous activity, with the Admiralty Mountains forming a superb backdrop across the water.

Ross Ice Shelf: The world’s largest body of floating ice and a natural barrier, at times creating hazardous weather, with sheets of snow blown at gale force by winds off the polar ice cap. Just 800 miles from the South Pole, this daunting spectacle prevented many early explorers from venturing further south. We cruise along its dizzying 30m high ice cliffs, perhaps lucky enough to see icebergs ‘calving’.

Ross Island: Mount Erebus/Cape Bird/Shackleton’s Hut/Scott’s Hut(s) and visits to a scientific field station (Scott and McMurdo Stations are high on our wish list but ice, weather and station operational requirements often make them inaccessible). Ross Island was and is the ‘hub of activity’ in the Ross Sea, dominated by Mt Erebus, a monstrous active volcano named after the ancient Greek God of Darkness. The carefully preserved huts of the ‘Heroic Era’ help make the history come alive. If we can reach the bases we get a modern perspective on Antarctic Research.

Terra Nova Bay: An Italian research station where the scientists are always hospitable and enjoy showing us around their lonely but beautiful home. They share with us their scientific research and also, perhaps, the best ‘cafe espresso’ in Antarctica!",13
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Antarctica’s Ross Sea Region,"With unpredictable ice and weather conditions, a day-by-day itinerary is not possible but we assess the conditions daily and take every opportunity to make landings and launch the Zodiacs. You can anticipate wildlife viewing, visits to scientific bases and historic sites, as well as the spectacular white and blue scenery.

We hope to visit the following areas:
Cape Adare: A large flat spit of land, teeming with the staggering sight of Antarctica’s largest Adelie Penguin rookery: a tumult of chattering, feeding chicks; territorial disputes; petty pilfering and courtship displays. Curious penguins often come very close, offering superb photographic opportunities. Among the shifting mass of penguins we will find 

Carsten Borchgrevink’s Hut, the oldest in Antarctica, an overwintering shelter for the first expedition to the Antarctic continent in 1899.

Cape Hallett: The enormous Admiralty Range heralds our arrival; wild and extraordinary, the mountains rear up from the sea to over 4,000m, bounded by colossal glaciers. We land at an abandoned base site, now home to large numbers of Adelie Penguins and Weddell Seals.

Franklin Island: Desolately beautiful and rugged, this is home to a large Adelie Penguin population and other nesting seabirds. We attempt a landing and explore the coastline.

Possession Islands: Rarely-visited, small and rugged, these rocks support tens of thousands of penguins. Observe the birds’ busy and humorous activity, with the Admiralty Mountains forming a superb backdrop across the water.

Ross Ice Shelf: The world’s largest body of floating ice and a natural barrier, at times creating hazardous weather, with sheets of snow blown at gale force by winds off the polar ice cap. Just 800 miles from the South Pole, this daunting spectacle prevented many early explorers from venturing further south. We cruise along its dizzying 30m high ice cliffs, perhaps lucky enough to see icebergs ‘calving’.

Ross Island: Mount Erebus/Cape Bird/Shackleton’s Hut/Scott’s Hut(s) and visits to a scientific field station (Scott and McMurdo Stations are high on our wish list but ice, weather and station operational requirements often make them inaccessible). Ross Island was and is the ‘hub of activity’ in the Ross Sea, dominated by Mt Erebus, a monstrous active volcano named after the ancient Greek God of Darkness. The carefully preserved huts of the ‘Heroic Era’ help make the history come alive. If we can reach the bases we get a modern perspective on Antarctic Research.

Terra Nova Bay: An Italian research station where the scientists are always hospitable and enjoy showing us around their lonely but beautiful home. They share with us their scientific research and also, perhaps, the best ‘cafe espresso’ in Antarctica!",14
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Antarctica’s Ross Sea Region,"With unpredictable ice and weather conditions, a day-by-day itinerary is not possible but we assess the conditions daily and take every opportunity to make landings and launch the Zodiacs. You can anticipate wildlife viewing, visits to scientific bases and historic sites, as well as the spectacular white and blue scenery.

We hope to visit the following areas:
Cape Adare: A large flat spit of land, teeming with the staggering sight of Antarctica’s largest Adelie Penguin rookery: a tumult of chattering, feeding chicks; territorial disputes; petty pilfering and courtship displays. Curious penguins often come very close, offering superb photographic opportunities. Among the shifting mass of penguins we will find 

Carsten Borchgrevink’s Hut, the oldest in Antarctica, an overwintering shelter for the first expedition to the Antarctic continent in 1899.

Cape Hallett: The enormous Admiralty Range heralds our arrival; wild and extraordinary, the mountains rear up from the sea to over 4,000m, bounded by colossal glaciers. We land at an abandoned base site, now home to large numbers of Adelie Penguins and Weddell Seals.

Franklin Island: Desolately beautiful and rugged, this is home to a large Adelie Penguin population and other nesting seabirds. We attempt a landing and explore the coastline.

Possession Islands: Rarely-visited, small and rugged, these rocks support tens of thousands of penguins. Observe the birds’ busy and humorous activity, with the Admiralty Mountains forming a superb backdrop across the water.

Ross Ice Shelf: The world’s largest body of floating ice and a natural barrier, at times creating hazardous weather, with sheets of snow blown at gale force by winds off the polar ice cap. Just 800 miles from the South Pole, this daunting spectacle prevented many early explorers from venturing further south. We cruise along its dizzying 30m high ice cliffs, perhaps lucky enough to see icebergs ‘calving’.

Ross Island: Mount Erebus/Cape Bird/Shackleton’s Hut/Scott’s Hut(s) and visits to a scientific field station (Scott and McMurdo Stations are high on our wish list but ice, weather and station operational requirements often make them inaccessible). Ross Island was and is the ‘hub of activity’ in the Ross Sea, dominated by Mt Erebus, a monstrous active volcano named after the ancient Greek God of Darkness. The carefully preserved huts of the ‘Heroic Era’ help make the history come alive. If we can reach the bases we get a modern perspective on Antarctic Research.

Terra Nova Bay: An Italian research station where the scientists are always hospitable and enjoy showing us around their lonely but beautiful home. They share with us their scientific research and also, perhaps, the best ‘cafe espresso’ in Antarctica!",15
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Antarctica’s Ross Sea Region,"With unpredictable ice and weather conditions, a day-by-day itinerary is not possible but we assess the conditions daily and take every opportunity to make landings and launch the Zodiacs. You can anticipate wildlife viewing, visits to scientific bases and historic sites, as well as the spectacular white and blue scenery.

We hope to visit the following areas:
Cape Adare: A large flat spit of land, teeming with the staggering sight of Antarctica’s largest Adelie Penguin rookery: a tumult of chattering, feeding chicks; territorial disputes; petty pilfering and courtship displays. Curious penguins often come very close, offering superb photographic opportunities. Among the shifting mass of penguins we will find 

Carsten Borchgrevink’s Hut, the oldest in Antarctica, an overwintering shelter for the first expedition to the Antarctic continent in 1899.

Cape Hallett: The enormous Admiralty Range heralds our arrival; wild and extraordinary, the mountains rear up from the sea to over 4,000m, bounded by colossal glaciers. We land at an abandoned base site, now home to large numbers of Adelie Penguins and Weddell Seals.

Franklin Island: Desolately beautiful and rugged, this is home to a large Adelie Penguin population and other nesting seabirds. We attempt a landing and explore the coastline.

Possession Islands: Rarely-visited, small and rugged, these rocks support tens of thousands of penguins. Observe the birds’ busy and humorous activity, with the Admiralty Mountains forming a superb backdrop across the water.

Ross Ice Shelf: The world’s largest body of floating ice and a natural barrier, at times creating hazardous weather, with sheets of snow blown at gale force by winds off the polar ice cap. Just 800 miles from the South Pole, this daunting spectacle prevented many early explorers from venturing further south. We cruise along its dizzying 30m high ice cliffs, perhaps lucky enough to see icebergs ‘calving’.

Ross Island: Mount Erebus/Cape Bird/Shackleton’s Hut/Scott’s Hut(s) and visits to a scientific field station (Scott and McMurdo Stations are high on our wish list but ice, weather and station operational requirements often make them inaccessible). Ross Island was and is the ‘hub of activity’ in the Ross Sea, dominated by Mt Erebus, a monstrous active volcano named after the ancient Greek God of Darkness. The carefully preserved huts of the ‘Heroic Era’ help make the history come alive. If we can reach the bases we get a modern perspective on Antarctic Research.

Terra Nova Bay: An Italian research station where the scientists are always hospitable and enjoy showing us around their lonely but beautiful home. They share with us their scientific research and also, perhaps, the best ‘cafe espresso’ in Antarctica!",16
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Antarctica’s Ross Sea Region,"With unpredictable ice and weather conditions, a day-by-day itinerary is not possible but we assess the conditions daily and take every opportunity to make landings and launch the Zodiacs. You can anticipate wildlife viewing, visits to scientific bases and historic sites, as well as the spectacular white and blue scenery.

We hope to visit the following areas:
Cape Adare: A large flat spit of land, teeming with the staggering sight of Antarctica’s largest Adelie Penguin rookery: a tumult of chattering, feeding chicks; territorial disputes; petty pilfering and courtship displays. Curious penguins often come very close, offering superb photographic opportunities. Among the shifting mass of penguins we will find 

Carsten Borchgrevink’s Hut, the oldest in Antarctica, an overwintering shelter for the first expedition to the Antarctic continent in 1899.

Cape Hallett: The enormous Admiralty Range heralds our arrival; wild and extraordinary, the mountains rear up from the sea to over 4,000m, bounded by colossal glaciers. We land at an abandoned base site, now home to large numbers of Adelie Penguins and Weddell Seals.

Franklin Island: Desolately beautiful and rugged, this is home to a large Adelie Penguin population and other nesting seabirds. We attempt a landing and explore the coastline.

Possession Islands: Rarely-visited, small and rugged, these rocks support tens of thousands of penguins. Observe the birds’ busy and humorous activity, with the Admiralty Mountains forming a superb backdrop across the water.

Ross Ice Shelf: The world’s largest body of floating ice and a natural barrier, at times creating hazardous weather, with sheets of snow blown at gale force by winds off the polar ice cap. Just 800 miles from the South Pole, this daunting spectacle prevented many early explorers from venturing further south. We cruise along its dizzying 30m high ice cliffs, perhaps lucky enough to see icebergs ‘calving’.

Ross Island: Mount Erebus/Cape Bird/Shackleton’s Hut/Scott’s Hut(s) and visits to a scientific field station (Scott and McMurdo Stations are high on our wish list but ice, weather and station operational requirements often make them inaccessible). Ross Island was and is the ‘hub of activity’ in the Ross Sea, dominated by Mt Erebus, a monstrous active volcano named after the ancient Greek God of Darkness. The carefully preserved huts of the ‘Heroic Era’ help make the history come alive. If we can reach the bases we get a modern perspective on Antarctic Research.

Terra Nova Bay: An Italian research station where the scientists are always hospitable and enjoy showing us around their lonely but beautiful home. They share with us their scientific research and also, perhaps, the best ‘cafe espresso’ in Antarctica!",17
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Antarctica’s Ross Sea Region,"With unpredictable ice and weather conditions, a day-by-day itinerary is not possible but we assess the conditions daily and take every opportunity to make landings and launch the Zodiacs. You can anticipate wildlife viewing, visits to scientific bases and historic sites, as well as the spectacular white and blue scenery.

We hope to visit the following areas:
Cape Adare: A large flat spit of land, teeming with the staggering sight of Antarctica’s largest Adelie Penguin rookery: a tumult of chattering, feeding chicks; territorial disputes; petty pilfering and courtship displays. Curious penguins often come very close, offering superb photographic opportunities. Among the shifting mass of penguins we will find 

Carsten Borchgrevink’s Hut, the oldest in Antarctica, an overwintering shelter for the first expedition to the Antarctic continent in 1899.

Cape Hallett: The enormous Admiralty Range heralds our arrival; wild and extraordinary, the mountains rear up from the sea to over 4,000m, bounded by colossal glaciers. We land at an abandoned base site, now home to large numbers of Adelie Penguins and Weddell Seals.

Franklin Island: Desolately beautiful and rugged, this is home to a large Adelie Penguin population and other nesting seabirds. We attempt a landing and explore the coastline.

Possession Islands: Rarely-visited, small and rugged, these rocks support tens of thousands of penguins. Observe the birds’ busy and humorous activity, with the Admiralty Mountains forming a superb backdrop across the water.

Ross Ice Shelf: The world’s largest body of floating ice and a natural barrier, at times creating hazardous weather, with sheets of snow blown at gale force by winds off the polar ice cap. Just 800 miles from the South Pole, this daunting spectacle prevented many early explorers from venturing further south. We cruise along its dizzying 30m high ice cliffs, perhaps lucky enough to see icebergs ‘calving’.

Ross Island: Mount Erebus/Cape Bird/Shackleton’s Hut/Scott’s Hut(s) and visits to a scientific field station (Scott and McMurdo Stations are high on our wish list but ice, weather and station operational requirements often make them inaccessible). Ross Island was and is the ‘hub of activity’ in the Ross Sea, dominated by Mt Erebus, a monstrous active volcano named after the ancient Greek God of Darkness. The carefully preserved huts of the ‘Heroic Era’ help make the history come alive. If we can reach the bases we get a modern perspective on Antarctic Research.

Terra Nova Bay: An Italian research station where the scientists are always hospitable and enjoy showing us around their lonely but beautiful home. They share with us their scientific research and also, perhaps, the best ‘cafe espresso’ in Antarctica!",18
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Antarctica’s Ross Sea Region,"With unpredictable ice and weather conditions, a day-by-day itinerary is not possible but we assess the conditions daily and take every opportunity to make landings and launch the Zodiacs. You can anticipate wildlife viewing, visits to scientific bases and historic sites, as well as the spectacular white and blue scenery.

We hope to visit the following areas:
Cape Adare: A large flat spit of land, teeming with the staggering sight of Antarctica’s largest Adelie Penguin rookery: a tumult of chattering, feeding chicks; territorial disputes; petty pilfering and courtship displays. Curious penguins often come very close, offering superb photographic opportunities. Among the shifting mass of penguins we will find 

Carsten Borchgrevink’s Hut, the oldest in Antarctica, an overwintering shelter for the first expedition to the Antarctic continent in 1899.

Cape Hallett: The enormous Admiralty Range heralds our arrival; wild and extraordinary, the mountains rear up from the sea to over 4,000m, bounded by colossal glaciers. We land at an abandoned base site, now home to large numbers of Adelie Penguins and Weddell Seals.

Franklin Island: Desolately beautiful and rugged, this is home to a large Adelie Penguin population and other nesting seabirds. We attempt a landing and explore the coastline.

Possession Islands: Rarely-visited, small and rugged, these rocks support tens of thousands of penguins. Observe the birds’ busy and humorous activity, with the Admiralty Mountains forming a superb backdrop across the water.

Ross Ice Shelf: The world’s largest body of floating ice and a natural barrier, at times creating hazardous weather, with sheets of snow blown at gale force by winds off the polar ice cap. Just 800 miles from the South Pole, this daunting spectacle prevented many early explorers from venturing further south. We cruise along its dizzying 30m high ice cliffs, perhaps lucky enough to see icebergs ‘calving’.

Ross Island: Mount Erebus/Cape Bird/Shackleton’s Hut/Scott’s Hut(s) and visits to a scientific field station (Scott and McMurdo Stations are high on our wish list but ice, weather and station operational requirements often make them inaccessible). Ross Island was and is the ‘hub of activity’ in the Ross Sea, dominated by Mt Erebus, a monstrous active volcano named after the ancient Greek God of Darkness. The carefully preserved huts of the ‘Heroic Era’ help make the history come alive. If we can reach the bases we get a modern perspective on Antarctic Research.

Terra Nova Bay: An Italian research station where the scientists are always hospitable and enjoy showing us around their lonely but beautiful home. They share with us their scientific research and also, perhaps, the best ‘cafe espresso’ in Antarctica!",19
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Antarctica’s Ross Sea Region,"With unpredictable ice and weather conditions, a day-by-day itinerary is not possible but we assess the conditions daily and take every opportunity to make landings and launch the Zodiacs. You can anticipate wildlife viewing, visits to scientific bases and historic sites, as well as the spectacular white and blue scenery.

We hope to visit the following areas:
Cape Adare: A large flat spit of land, teeming with the staggering sight of Antarctica’s largest Adelie Penguin rookery: a tumult of chattering, feeding chicks; territorial disputes; petty pilfering and courtship displays. Curious penguins often come very close, offering superb photographic opportunities. Among the shifting mass of penguins we will find 

Carsten Borchgrevink’s Hut, the oldest in Antarctica, an overwintering shelter for the first expedition to the Antarctic continent in 1899.

Cape Hallett: The enormous Admiralty Range heralds our arrival; wild and extraordinary, the mountains rear up from the sea to over 4,000m, bounded by colossal glaciers. We land at an abandoned base site, now home to large numbers of Adelie Penguins and Weddell Seals.

Franklin Island: Desolately beautiful and rugged, this is home to a large Adelie Penguin population and other nesting seabirds. We attempt a landing and explore the coastline.

Possession Islands: Rarely-visited, small and rugged, these rocks support tens of thousands of penguins. Observe the birds’ busy and humorous activity, with the Admiralty Mountains forming a superb backdrop across the water.

Ross Ice Shelf: The world’s largest body of floating ice and a natural barrier, at times creating hazardous weather, with sheets of snow blown at gale force by winds off the polar ice cap. Just 800 miles from the South Pole, this daunting spectacle prevented many early explorers from venturing further south. We cruise along its dizzying 30m high ice cliffs, perhaps lucky enough to see icebergs ‘calving’.

Ross Island: Mount Erebus/Cape Bird/Shackleton’s Hut/Scott’s Hut(s) and visits to a scientific field station (Scott and McMurdo Stations are high on our wish list but ice, weather and station operational requirements often make them inaccessible). Ross Island was and is the ‘hub of activity’ in the Ross Sea, dominated by Mt Erebus, a monstrous active volcano named after the ancient Greek God of Darkness. The carefully preserved huts of the ‘Heroic Era’ help make the history come alive. If we can reach the bases we get a modern perspective on Antarctic Research.

Terra Nova Bay: An Italian research station where the scientists are always hospitable and enjoy showing us around their lonely but beautiful home. They share with us their scientific research and also, perhaps, the best ‘cafe espresso’ in Antarctica!",20
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Antarctica’s Ross Sea Region,"With unpredictable ice and weather conditions, a day-by-day itinerary is not possible but we assess the conditions daily and take every opportunity to make landings and launch the Zodiacs. You can anticipate wildlife viewing, visits to scientific bases and historic sites, as well as the spectacular white and blue scenery.

We hope to visit the following areas:
Cape Adare: A large flat spit of land, teeming with the staggering sight of Antarctica’s largest Adelie Penguin rookery: a tumult of chattering, feeding chicks; territorial disputes; petty pilfering and courtship displays. Curious penguins often come very close, offering superb photographic opportunities. Among the shifting mass of penguins we will find 

Carsten Borchgrevink’s Hut, the oldest in Antarctica, an overwintering shelter for the first expedition to the Antarctic continent in 1899.

Cape Hallett: The enormous Admiralty Range heralds our arrival; wild and extraordinary, the mountains rear up from the sea to over 4,000m, bounded by colossal glaciers. We land at an abandoned base site, now home to large numbers of Adelie Penguins and Weddell Seals.

Franklin Island: Desolately beautiful and rugged, this is home to a large Adelie Penguin population and other nesting seabirds. We attempt a landing and explore the coastline.

Possession Islands: Rarely-visited, small and rugged, these rocks support tens of thousands of penguins. Observe the birds’ busy and humorous activity, with the Admiralty Mountains forming a superb backdrop across the water.

Ross Ice Shelf: The world’s largest body of floating ice and a natural barrier, at times creating hazardous weather, with sheets of snow blown at gale force by winds off the polar ice cap. Just 800 miles from the South Pole, this daunting spectacle prevented many early explorers from venturing further south. We cruise along its dizzying 30m high ice cliffs, perhaps lucky enough to see icebergs ‘calving’.

Ross Island: Mount Erebus/Cape Bird/Shackleton’s Hut/Scott’s Hut(s) and visits to a scientific field station (Scott and McMurdo Stations are high on our wish list but ice, weather and station operational requirements often make them inaccessible). Ross Island was and is the ‘hub of activity’ in the Ross Sea, dominated by Mt Erebus, a monstrous active volcano named after the ancient Greek God of Darkness. The carefully preserved huts of the ‘Heroic Era’ help make the history come alive. If we can reach the bases we get a modern perspective on Antarctic Research.

Terra Nova Bay: An Italian research station where the scientists are always hospitable and enjoy showing us around their lonely but beautiful home. They share with us their scientific research and also, perhaps, the best ‘cafe espresso’ in Antarctica!",21
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Antarctica’s Ross Sea Region,"With unpredictable ice and weather conditions, a day-by-day itinerary is not possible but we assess the conditions daily and take every opportunity to make landings and launch the Zodiacs. You can anticipate wildlife viewing, visits to scientific bases and historic sites, as well as the spectacular white and blue scenery.

We hope to visit the following areas:
Cape Adare: A large flat spit of land, teeming with the staggering sight of Antarctica’s largest Adelie Penguin rookery: a tumult of chattering, feeding chicks; territorial disputes; petty pilfering and courtship displays. Curious penguins often come very close, offering superb photographic opportunities. Among the shifting mass of penguins we will find 

Carsten Borchgrevink’s Hut, the oldest in Antarctica, an overwintering shelter for the first expedition to the Antarctic continent in 1899.

Cape Hallett: The enormous Admiralty Range heralds our arrival; wild and extraordinary, the mountains rear up from the sea to over 4,000m, bounded by colossal glaciers. We land at an abandoned base site, now home to large numbers of Adelie Penguins and Weddell Seals.

Franklin Island: Desolately beautiful and rugged, this is home to a large Adelie Penguin population and other nesting seabirds. We attempt a landing and explore the coastline.

Possession Islands: Rarely-visited, small and rugged, these rocks support tens of thousands of penguins. Observe the birds’ busy and humorous activity, with the Admiralty Mountains forming a superb backdrop across the water.

Ross Ice Shelf: The world’s largest body of floating ice and a natural barrier, at times creating hazardous weather, with sheets of snow blown at gale force by winds off the polar ice cap. Just 800 miles from the South Pole, this daunting spectacle prevented many early explorers from venturing further south. We cruise along its dizzying 30m high ice cliffs, perhaps lucky enough to see icebergs ‘calving’.

Ross Island: Mount Erebus/Cape Bird/Shackleton’s Hut/Scott’s Hut(s) and visits to a scientific field station (Scott and McMurdo Stations are high on our wish list but ice, weather and station operational requirements often make them inaccessible). Ross Island was and is the ‘hub of activity’ in the Ross Sea, dominated by Mt Erebus, a monstrous active volcano named after the ancient Greek God of Darkness. The carefully preserved huts of the ‘Heroic Era’ help make the history come alive. If we can reach the bases we get a modern perspective on Antarctic Research.

Terra Nova Bay: An Italian research station where the scientists are always hospitable and enjoy showing us around their lonely but beautiful home. They share with us their scientific research and also, perhaps, the best ‘cafe espresso’ in Antarctica!",22
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,At Sea,"Taking time to rest and enjoy shipboard life in the bar or library after the excitement and long daylight hours of the Antarctic, we have time for lectures on our final destination and for some pelagic bird spotting.",23
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,At Sea,"Taking time to rest and enjoy shipboard life in the bar or library after the excitement and long daylight hours of the Antarctic, we have time for lectures on our final destination and for some pelagic bird spotting.",24
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,At Sea,"Taking time to rest and enjoy shipboard life in the bar or library after the excitement and long daylight hours of the Antarctic, we have time for lectures on our final destination and for some pelagic bird spotting.",25
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Campbell Island – Perseverance Harbour,"We drop anchor in Perseverance Harbour, an occasional refuge for Southern Right Whales who come here to calve. Walk to the nesting site of the Southern Royal Albatross and see the strange and beautiful megaherbs growing on the hills. These huge wild flowers that have adapted to the harsh conditions have unusual colourings and weirdly-shaped leaves. We also seek out other wildlife such as Campbell Island Shags, Light-mantled Sooty Albatross and sea lions.",26
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Campbell Island – Perseverance Harbour,"We drop anchor in Perseverance Harbour, an occasional refuge for Southern Right Whales who come here to calve. Walk to the nesting site of the Southern Royal Albatross and see the strange and beautiful megaherbs growing on the hills. These huge wild flowers that have adapted to the harsh conditions have unusual colourings and weirdly-shaped leaves. We also seek out other wildlife such as Campbell Island Shags, Light-mantled Sooty Albatross and sea lions.",27
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,At Sea,Relax and reflect on a remarkable journey as you join our experts for a recap of highlights and enjoy a farewell dinner tonight.,28
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,At Sea,Relax and reflect on a remarkable journey as you join our experts for a recap of highlights and enjoy a farewell dinner tonight.,29
Ross Sea: In the Wake of Scott & Shackleton,02-Feb-18,03-Mar-18,Akademic Shokalskiy,Heritage Expeditions,Christchurch,We disembark in the Port of Lyttelton and this adventure ends as we disperse to begin others. After fond farewells we transfer you to central city hotels or to the airport.,30
South Georgia in Depth,21-Oct-17,4-Nov-17,Akademic Vavilov,One Ocean Expeditions ,Punta Arenas; Departure,"Our journey commences this morning in Punta Arenas. Here we board our scheduled flight to Stanley in the Falkland Islands. After a short 90-minute journey we are met on arrival and transferred to the pier. Stanley is home to just over 2,000 residents and is reminiscent of a rural town in coastal Britain. It is charming with brightly colored houses, pretty flower-filled gardens, a quaint cathedral and several local pubs. There is time to explore the town before embarkation. Excitement is in the air as we cast off, bound for Antarctica and the adventure of a lifetime.",1
South Georgia in Depth,21-Oct-17,4-Nov-17,Akademic Vavilov,One Ocean Expeditions ,At Sea,"We chart a course bound for South Georgia. This stretch of the South Atlantic is rich in its bio-diversity and showcases an abundance of astonishing wildlife. We will be joined by hundreds of seabirds including the wandering albatross. Giant petrels and smaller Cape petrels are also constant companions as we make our way south. Throughout the day our onboard experts educate us with a series of presentations about the environment, wildlife and history and the locations we hope to visit in the coming days.",2
South Georgia in Depth,21-Oct-17,4-Nov-17,Akademic Vavilov,One Ocean Expeditions ,At Sea,"We chart a course bound for South Georgia. This stretch of the South Atlantic is rich in its bio-diversity and showcases an abundance of astonishing wildlife. We will be joined by hundreds of seabirds including the wandering albatross. Giant petrels and smaller Cape petrels are also constant companions as we make our way south. Throughout the day our onboard experts educate us with a series of presentations about the environment, wildlife and history and the locations we hope to visit in the coming days.",3
